state,government_function,full_time_equivalent_employees,full_time_equivalent_employees_coefficient_of_variation_as_percent,total_march_pay,total_march_pay_coefficient_of_variation_as_percent,full_time_employees,full_time_employees_coefficient_of_variation_as_percent,part_time_employees,part_time_employees_coefficient_of_variation_as_percent,full_time_pay,full_time_pay_coefficient_of_variation_as_percent,part_time_pay,part_time_pay_coefficient_of_variation_as_percent,part_time_hours_march,part_time_hours_march_coefficient_of_variation_as_percent,year
PA,fire protection - firefighters,5842,0,24460734,0,5656,0,649,0,24147484,0,313250,0,32180,0,2002
PA,fire protection - other,447,0,1438952,0,391,0,176,0,1335026,0,103926,0,9880,0,2002
PA,corrections,12162,0,36668829,0,11619,0,921,0,35690248,0,978581,0,92020,0,2002
PA,highways,10540,0,29450555,0,9834,0,2281,0,28209474,0,1241081,0,126525,0,2002
PA,air transportation,1564,0,5065482,0,1498,0,139,0,4964028,0,101454,0,11597,0,2002
PA,water transport and terminals,95,0,403468,0,88,0,20,0,388715,0,14753,0,1044,0,2002
PA,public welfare,21515,0,54567142,0,19712,0,3100,0,51390793,0,3176349,0,306953,0,2002
PA,health,5553,0,16991800,0,5354,0,502,0,16580893,0,410907,0,35098,0,2002
PA,hospitals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
PA,solid waste management,3383,0,9181678,0,3224,0,340,0,8902810,0,278868,0,27734,0,2002
PA,sewerage,5797,0,18816183,0,5526,0,1185,0,18231898,0,584285,0,49716,0,2002
PA,parks and recreation,4250,0,11264236,0,3452,0,2798,0,9957440,0,1306796,0,139972,0,2002
PA,housing and community development,6426,0,20511616,0,6248,0,343,0,20163080,0,348536,0,30276,0,2002
PA,natural resources,398,0,950793,0,378,0,44,0,913103,0,37690,0,3352,0,2002
PA,water transport and terminals,5418,0,18034784,0,5215,0,762,0,17648181,0,386603,0,37672,0,2002
PA,electric power,142,0,497330,0,133,0,28,0,471068,0,26262,0,1650,0,2002
PA,gas supply,10,0,36042,0,10,0,2,0,35216,0,826,0,105,0,2002
PA,transit,13759,0,49214220,0,13437,0,532,0,48660271,0,553949,0,55032,0,2002
PA,education - elementary and secondary instructional,162558,0,637387431,0,151413,0,26085,0,615271331,0,22116100,0,1873149,0,2002
PA,education - elementary and secondary other,72999,0,190074952,0,58114,0,31348,0,165229706,0,24845246,0,2527641,0,2002
PA,education - higher education instructional,4458,0,16095996,0,2013,0,6501,0,9425292,0,6670704,0,413170,0,2002
PA,education - higher education other,4541,0,13305346,0,3139,0,3476,0,10694111,0,2611235,0,240136,0,2002
PA,libraries,1838,0,5128370,0,1382,0,1009,0,4302027,0,826343,0,77880,0,2002
PA,other and unallocable,6399,0,16477852,0,5811,0,1748,0,15530558,0,947294,0,105498,0,2002
RI,total,32619,0,123339676,0,29608,0,6527,0,117303423,0,6036253,0,483450,0,2002
RI,financial administration,675,0,2043478,0,643,0,69,0,1979453,0,64025,0,5428,0,2002
RI,other government administration,702,0,2194196,0,655,0,162,0,2088525,0,105671,0,8083,0,2002
RI,judicial and legal,103,0,326340,0,88,0,50,0,287367,0,38973,0,2731,0,2002
RI,police protection - officers,2245,0,9543445,0,2242,0,7,0,9537386,0,6059,0,394,0,2002
RI,police protection - other,846,0,2644488,0,698,0,369,0,2273073,0,371415,0,25168,0,2002
RI,fire protection - firefighters,2057,0,8705035,0,2019,0,186,0,8640000,0,65035,0,6514,0,2002
RI,fire protection - other,171,0,685831,0,153,0,48,0,646488,0,39343,0,2948,0,2002
RI,corrections,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
RI,highways,886,0,2667168,0,876,0,22,0,2650853,0,16315,0,1756,0,2002
RI,air transportation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
RI,water transport and terminals,1,0,3153,0,1,0,0,0,3153,0,0,0,0,0,2002
RI,public welfare,161,0,352427,0,88,0,128,0,239008,0,113419,0,12510,0,2002
RI,health,82,0,257892,0,75,0,21,0,242021,0,15871,0,1303,0,2002
RI,hospitals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
RI,solid waste management,169,0,455821,0,164,0,8,0,447516,0,8305,0,799,0,2002
RI,sewerage,210,0,670385,0,208,0,5,0,665138,0,5247,0,351,0,2002
RI,parks and recreation,584,0,1300540,0,503,0,214,0,1179513,0,121027,0,13390,0,2002
RI,housing and community development,718,0,2149867,0,619,0,143,0,1967079,0,182788,0,17134,0,2002
RI,natural resources,7,0,16629,0,4,0,4,0,9452,0,7177,0,452,0,2002
RI,water transport and terminals,627,0,2143238,0,616,0,15,0,2122208,0,21030,0,1505,0,2002
RI,electric power,17,0,40286,0,17,0,0,0,40286,0,0,0,0,0,2002
RI,gas supply,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
RI,transit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
RI,education - elementary and secondary instructional,17424,0,73865766,0,15998,0,2754,0,70712732,0,3153034,0,223129,0,2002
RI,education - elementary and secondary other,3885,0,10386795,0,3155,0,1571,0,9127965,0,1258830,0,115203,0,2002
RI,education - higher education instructional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
RI,education - higher education other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
RI,libraries,352,0,853429,0,218,0,374,0,633266,0,220163,0,22612,0,2002
RI,other and unallocable,697,0,2033467,0,568,0,377,0,1810941,0,222526,0,22040,0,2002
SC,total,162553,0,433435102,0,151194,0,26151,0,411954666,0,21480436,0,1936334,0,2002
SC,financial administration,3036,0,7933833,0,2934,0,221,0,7744226,0,189607,0,17782,0,2002
SC,other government administration,2592,0,7289777,0,2383,0,1232,0,6827462,0,462315,0,38543,0,2002
SC,judicial and legal,3265,0,8366145,0,3058,0,480,0,7878729,0,487416,0,36950,0,2002
SC,police protection - officers,8333,0,23965820,0,8274,0,150,0,23873873,0,91947,0,9846,0,2002
SC,police protection - other,1936,0,4180994,0,1690,0,645,0,3691033,0,489961,0,42747,0,2002
SC,fire protection - firefighters,4080,0,11144055,0,3903,0,942,0,10864753,0,279302,0,31596,0,2002
SC,fire protection - other,205,0,579617,0,199,0,15,0,567082,0,12535,0,1008,0,2002
SC,corrections,2557,0,6197971,0,2525,0,49,0,6141603,0,56368,0,5405,0,2002
SC,highways,2580,0,5902167,0,2554,0,53,0,5862797,0,39370,0,4396,0,2002
SC,air transportation,473,0,1191951,0,455,0,48,0,1151390,0,40561,0,3302,0,2002
SC,water transport and terminals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
SC,public welfare,279,0,563719,0,255,0,50,0,521823,0,41896,0,4190,0,2002
SC,health,2175,0,5806576,0,2008,0,380,0,5478520,0,328056,0,29329,0,2002
SC,hospitals,17702,0,61710689,0,15087,0,4919,0,53927962,0,7782727,0,457465,0,2002
SC,solid waste management,2996,0,5742652,0,2473,0,1025,0,5001439,0,741213,0,90034,0,2002
SC,sewerage,1878,0,5251697,0,1860,0,35,0,5219747,0,31950,0,2964,0,2002
SC,parks and recreation,2457,0,5247605,0,1920,0,1307,0,4488158,0,759447,0,91123,0,2002
SC,housing and community development,1153,0,2949390,0,1103,0,101,0,2875120,0,74270,0,8181,0,2002
SC,natural resources,109,0,265593,0,93,0,35,0,241005,0,24588,0,2637,0,2002
SC,water transport and terminals,2718,0,7888698,0,2676,0,144,0,7798848,0,89850,0,8034,0,2002
SC,electric power,312,0,1025355,0,311,0,2,0,1024308,0,1047,0,129,0,2002
SC,gas supply,368,0,1149272,0,365,0,7,0,1144134,0,5138,0,572,0,2002
SC,transit,451,0,867880,0,377,0,137,0,747800,0,120080,0,12726,0,2002
SC,education - elementary and secondary instructional,69091,0,197619828,0,66769,0,6158,0,193840476,0,3779352,0,382112,0,2002
SC,education - elementary and secondary other,27526,0,50795037,0,24037,0,7032,0,45835883,0,4959154,0,588174,0,2002
SC,education - higher education instructional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
SC,education - higher education other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
SC,libraries,1442,0,3084959,0,1148,0,720,0,2641287,0,443672,0,50077,0,2002
SC,other and unallocable,2839,0,6713822,0,2737,0,264,0,6565208,0,148614,0,17012,0,2002
SD,total,29821,0,72637720,0,26045,0,15628,0,65656376,0,6981344,0,688878,0,2002
SD,financial administration,996,0,2241782,0,914,0,1027,0,2039631,0,202151,0,20011,0,2002
SD,other government administration,497,0,1491539,0,327,0,4892,0,907677,0,583862,0,39787,0,2002
SD,judicial and legal,247,0,790589,0,227,0,60,0,717245,0,73344,0,4450,0,2002
SD,police protection - officers,1088,0,3386133,0,1058,0,132,0,3318428,0,67705,0,6373,0,2002
SD,police protection - other,373,0,823118,0,341,0,126,0,767244,0,55874,0,6199,0,2002
SD,fire protection - firefighters,378,0,1387391,0,376,0,108,0,1382758,0,4633,0,429,0,2002
SD,fire protection - other,16,0,45929,0,14,0,35,0,41629,0,4300,0,580,0,2002
SD,corrections,483,0,1093992,0,439,0,105,0,1016696,0,77296,0,8050,0,2002
SD,highways,1480,0,3542853,0,1383,0,321,0,3360800,0,182053,0,19177,0,2002
SD,air transportation,60,0,175294,0,49,0,24,0,149047,0,26247,0,1877,0,2002
SD,water transport and terminals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
SD,public welfare,253,0,498606,0,190,0,149,0,380742,0,117864,0,11707,0,2002
SD,health,220,0,536915,0,163,0,315,0,431733,0,105182,0,10510,0,2002
SD,hospitals,546,0,1370442,0,398,0,283,0,1003625,0,366817,0,25608,0,2002
SD,solid waste management,232,0,556211,0,207,0,92,0,516737,0,39474,0,5014,0,2002
SD,sewerage,254,0,735457,0,235,0,133,0,680604,0,54853,0,4448,0,2002
SD,parks and recreation,485,0,1133473,0,322,0,650,0,902089,0,231384,0,29110,0,2002
SD,housing and community development,145,0,335390,0,121,0,97,0,291787,0,43603,0,4216,0,2002
SD,natural resources,255,0,477443,0,197,0,213,0,387076,0,90367,0,10206,0,2002
SD,water transport and terminals,369,0,1009051,0,342,0,127,0,947403,0,61648,0,5619,0,2002
SD,electric power,159,0,537398,0,152,0,28,0,513823,0,23575,0,1443,0,2002
SD,gas supply,12,0,52944,0,11,0,3,0,51210,0,1734,0,178,0,2002
SD,transit,28,0,50513,0,16,0,41,0,33390,0,17123,0,2095,0,2002
SD,education - elementary and secondary instructional,14083,0,35820446,0,12754,0,2853,0,33531943,0,2288503,0,233098,0,2002
SD,education - elementary and secondary other,5521,0,10391639,0,4534,0,2780,0,8643763,0,1747876,0,171922,0,2002
SD,education - higher education instructional,318,0,1107660,0,311,0,42,0,1077565,0,30095,0,1204,0,2002
SD,education - higher education other,209,0,459928,0,192,0,70,0,436291,0,23637,0,3017,0,2002
SD,libraries,283,0,625954,0,171,0,321,0,467495,0,158459,0,21095,0,2002
SD,other and unallocable,831,0,1959630,0,601,0,601,0,1657945,0,301685,0,41455,0,2002
TN,total,222545,0,599912560,0,208665,0,36856,0,575849792,0,24062768,0,2368835,0,2002
TN,financial administration,4013,0,11075996,0,3814,0,420,0,10737321,0,338675,0,35316,0,2002
TN,other government administration,3882,0,10528169,0,3560,0,2273,0,9693692,0,834477,0,58533,0,2002
TN,judicial and legal,4138,0,11498989,0,3975,0,435,0,11127079,0,371910,0,30208,0,2002
TN,police protection - officers,11922,0,37379478,0,11743,0,436,0,37091656,0,287822,0,31169,0,2002
TN,police protection - other,3685,0,9443096,0,3203,0,1192,0,8623743,0,819353,0,84177,0,2002
TN,fire protection - firefighters,6235,0,21177235,0,6120,0,1258,0,21001054,0,176181,0,21281,0,2002
TN,fire protection - other,544,0,1963339,0,534,0,24,0,1947822,0,15517,0,1706,0,2002
TN,corrections,5964,0,15008456,0,5841,0,241,0,14820933,0,187523,0,21305,0,2002
TN,highways,6626,0,14317399,0,6540,0,165,0,14181863,0,135536,0,14731,0,2002
TN,air transportation,817,0,2951649,0,759,0,109,0,2849764,0,101885,0,10188,0,2002
TN,water transport and terminals,7,0,27589,0,7,0,0,0,27589,0,0,0,0,0,2002
TN,public welfare,1695,0,3913341,0,1570,0,259,0,3695294,0,218047,0,21610,0,2002
TN,health,3650,0,9497767,0,3435,0,458,0,9047959,0,449808,0,37649,0,2002
TN,hospitals,20283,0,55534324,0,17732,0,3835,0,49309202,0,6225122,0,428737,0,2002
TN,solid waste management,4268,0,9468076,0,3793,0,928,0,8866247,0,601829,0,82156,0,2002
TN,sewerage,1908,0,5345853,0,1881,0,67,0,5292998,0,52855,0,4928,0,2002
TN,parks and recreation,3802,0,7864278,0,3187,0,1550,0,7037840,0,826438,0,107352,0,2002
TN,housing and community development,2652,0,6838734,0,2533,0,236,0,6634876,0,203858,0,20285,0,2002
TN,natural resources,199,0,370798,0,176,0,86,0,335703,0,35095,0,4377,0,2002
TN,water transport and terminals,4616,0,13153378,0,4467,0,415,0,12876060,0,277318,0,25402,0,2002
TN,electric power,5991,0,24135991,0,5933,0,128,0,24036925,0,99066,0,9992,0,2002
TN,gas supply,2135,0,7172795,0,2113,0,59,0,7136912,0,35883,0,3555,0,2002
TN,transit,992,0,2807447,0,881,0,160,0,2609918,0,197529,0,19401,0,2002
TN,education - elementary and secondary instructional,81994,0,249452134,0,78620,0,11200,0,243982442,0,5469692,0,566273,0,2002
TN,education - elementary and secondary other,34914,0,55449693,0,31219,0,9553,0,50198049,0,5251644,0,626418,0,2002
TN,education - higher education instructional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
TN,education - higher education other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
TN,libraries,1672,0,3620296,0,1329,0,724,0,3141522,0,478774,0,59177,0,2002
TN,other and unallocable,3941,0,9916260,0,3700,0,645,0,9545329,0,370931,0,42909,0,2002
TX,total,982510,0,2706068568,0,920954,0,157108,0,2589501715,0,116566853,0,10727091,0,2002
TX,financial administration,13993,0,41868153,0,13591,0,800,0,41127857,0,740296,0,71562,0,2002
TX,other government administration,13245,0,40665484,0,12301,0,2880,0,38873383,0,1792101,0,168434,0,2002
TX,judicial and legal,18823,0,59675648,0,18043,0,1915,0,57869073,0,1806575,0,137487,0,2002
TX,police protection - officers,42293,0,157429345,0,41929,0,809,0,156715907,0,713438,0,65755,0,2002
TX,police protection - other,14544,0,36163750,0,13682,0,2778,0,34681608,0,1482142,0,153447,0,2002
TX,fire protection - firefighters,19711,0,80519631,0,19404,0,1218,0,79995745,0,523886,0,54561,0,2002
TX,fire protection - other,1684,0,5021513,0,1617,0,202,0,4873479,0,148034,0,11885,0,2002
TX,corrections,25334,0,69287800,0,24743,0,1050,0,68268115,0,1019685,0,103732,0,2002
TX,highways,19803,0,48311204,0,19166,0,1121,0,47356714,0,954490,0,110629,0,2002
TX,air transportation,4662,0,14369780,0,4598,0,116,0,14245000,0,124780,0,11227,0,2002
TX,water transport and terminals,950,0,3731264,0,895,0,209,0,3502955,0,228309,0,9804,0,2002
TX,public welfare,3537,0,8222127,0,3142,0,815,0,7557023,0,665104,0,69329,0,2002
TX,health,24011,0,58908048,0,22413,0,3201,0,55924860,0,2983188,0,279332,0,2002
TX,hospitals,44378,0,135747906,0,40719,0,7543,0,125742063,0,10005843,0,643105,0,2002
TX,solid waste management,6458,0,15613668,0,6209,0,412,0,15234470,0,379198,0,43819,0,2002
TX,sewerage,9748,0,27972752,0,9590,0,448,0,27672382,0,300370,0,29444,0,2002
TX,parks and recreation,15895,0,35662410,0,13170,0,6524,0,31258396,0,4404014,0,478742,0,2002
TX,housing and community development,6166,0,14792464,0,5792,0,844,0,14084530,0,707934,0,65349,0,2002
TX,natural resources,3804,0,9134290,0,3467,0,886,0,8612853,0,521437,0,61614,0,2002
TX,water transport and terminals,14748,0,41698866,0,14440,0,938,0,41137481,0,561385,0,55361,0,2002
TX,electric power,7899,0,31591536,0,7839,0,110,0,31402077,0,189459,0,11234,0,2002
TX,gas supply,1419,0,4772109,0,1407,0,17,0,4752169,0,19940,0,2268,0,2002
TX,transit,10722,0,30112785,0,10350,0,722,0,29253365,0,859420,0,65678,0,2002
TX,education - elementary and secondary instructional,419757,0,1229744525,0,402006,0,49645,0,1197552958,0,32191567,0,3062144,0,2002
TX,education - elementary and secondary other,182657,0,338347810,0,165933,0,36508,0,312562432,0,25785378,0,2900999,0,2002
TX,education - higher education instructional,13600,0,56697421,0,9348,0,15881,0,40376358,0,16321063,0,743546,0,2002
TX,education - higher education other,21815,0,53769372,0,16276,0,15671,0,45642765,0,8126607,0,969503,0,2002
TX,libraries,6266,0,14810175,0,5186,0,2124,0,13127398,0,1682777,0,191012,0,2002
TX,other and unallocable,14588,0,41426732,0,13698,0,1721,0,40098299,0,1328433,0,156089,0,2002
UT,total,74339,0,214303677,0,61541,0,36396,0,190271269,0,24032408,0,2211558,0,2002
UT,financial administration,1494,0,4742909,0,1374,0,308,0,4477261,0,265648,0,21820,0,2002
UT,other government administration,1911,0,6671456,0,1658,0,1401,0,5941926,0,729530,0,45992,0,2002
UT,judicial and legal,1117,0,3953144,0,992,0,343,0,3574624,0,378520,0,22685,0,2002
UT,police protection - officers,3377,0,13386196,0,3334,0,152,0,13299839,0,86357,0,8146,0,2002
UT,police protection - other,1318,0,3278057,0,916,0,1036,0,2729520,0,548537,0,70309,0,2002
UT,fire protection - firefighters,1765,0,7018453,0,1475,0,1190,0,6543656,0,474797,0,51246,0,2002
UT,fire protection - other,174,0,605024,0,154,0,57,0,570381,0,34643,0,3998,0,2002
UT,corrections,1702,0,6050877,0,1662,0,73,0,5930474,0,120403,0,7234,0,2002
UT,highways,1645,0,4959420,0,1561,0,205,0,4802642,0,156778,0,15472,0,2002
UT,air transportation,562,0,1959048,0,545,0,30,0,1928381,0,30667,0,2932,0,2002
UT,water transport and terminals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
UT,public welfare,466,0,1168845,0,307,0,386,0,890342,0,278503,0,28100,0,2002
UT,health,1399,0,4120059,0,1140,0,794,0,3555883,0,564176,0,46141,0,2002
UT,hospitals,394,0,1003141,0,296,0,257,0,821154,0,181987,0,16630,0,2002
UT,solid waste management,522,0,1506531,0,499,0,71,0,1460752,0,45779,0,4673,0,2002
UT,sewerage,907,0,3002544,0,872,0,116,0,2923050,0,79494,0,6268,0,2002
UT,parks and recreation,2468,0,5383613,0,1215,0,3695,0,3663918,0,1719695,0,219042,0,2002
UT,housing and community development,456,0,1444752,0,424,0,76,0,1390771,0,53981,0,5819,0,2002
UT,natural resources,388,0,1439409,0,371,0,71,0,1408198,0,31211,0,2866,0,2002
UT,water transport and terminals,1230,0,4028332,0,1172,0,234,0,3894929,0,133403,0,11091,0,2002
UT,electric power,518,0,2085388,0,494,0,67,0,2031125,0,54263,0,4587,0,2002
UT,gas supply,6,0,20257,0,6,0,1,0,20182,0,75,0,6,0,2002
UT,transit,1854,0,5904301,0,1824,0,61,0,5834091,0,70210,0,5296,0,2002
UT,education - elementary and secondary instructional,33297,0,95058764,0,28943,0,13476,0,86226657,0,8832107,0,740715,0,2002
UT,education - elementary and secondary other,12728,0,28399202,0,8404,0,10408,0,20548546,0,7850656,0,738536,0,2002
UT,education - higher education instructional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
UT,education - higher education other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
UT,libraries,953,0,2352288,0,530,0,1019,0,1569943,0,782345,0,75441,0,2002
UT,other and unallocable,1688,0,4761667,0,1373,0,869,0,4233024,0,528643,0,56513,0,2002
VT,total,24347,0,65242635,0,20536,0,10417,0,57300711,0,7941924,0,659451,0,2002
VT,financial administration,493,0,1307656,0,350,0,488,0,981609,0,326047,0,26181,0,2002
VT,other government administration,500,0,1373611,0,362,0,806,0,1077175,0,296436,0,24410,0,2002
VT,judicial and legal,49,0,124304,0,42,0,19,0,111335,0,12969,0,1166,0,2002
VT,police protection - officers,616,0,2120674,0,585,0,102,0,2055258,0,65416,0,6246,0,2002
VT,police protection - other,196,0,505594,0,170,0,81,0,451587,0,54007,0,5036,0,2002
VT,fire protection - firefighters,265,0,861034,0,243,0,392,0,827612,0,33422,0,4104,0,2002
VT,fire protection - other,6,0,17157,0,6,0,27,0,16919,0,238,0,27,0,2002
VT,corrections,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
VT,highways,1036,0,2885233,0,997,0,100,0,2806308,0,78925,0,6886,0,2002
VT,air transportation,23,0,79466,0,21,0,5,0,77847,0,1619,0,300,0,2002
VT,water transport and terminals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
VT,public welfare,2,0,4952,0,2,0,1,0,4868,0,84,0,10,0,2002
VT,health,47,0,127025,0,28,0,113,0,81094,0,45931,0,3762,0,2002
VT,hospitals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
VT,solid waste management,142,0,361951,0,102,0,165,0,285953,0,75998,0,8007,0,2002
VT,sewerage,177,0,546898,0,168,0,40,0,520092,0,26806,0,2119,0,2002
VT,parks and recreation,167,0,377240,0,102,0,198,0,284071,0,93169,0,11868,0,2002
VT,housing and community development,128,0,336367,0,119,0,22,0,322442,0,13925,0,1321,0,2002
VT,natural resources,18,0,34907,0,8,0,41,0,18555,0,16352,0,1490,0,2002
VT,water transport and terminals,200,0,605661,0,188,0,104,0,575577,0,30084,0,2794,0,2002
VT,electric power,226,0,838444,0,224,0,4,0,834767,0,3677,0,290,0,2002
VT,gas supply,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
VT,transit,125,0,321613,0,117,0,14,0,308558,0,13055,0,1374,0,2002
VT,education - elementary and secondary instructional,15486,0,42420230,0,13333,0,4995,0,37722059,0,4698171,0,367376,0,2002
VT,education - elementary and secondary other,4131,0,9360833,0,3185,0,2194,0,7522125,0,1838708,0,161205,0,2002
VT,education - higher education instructional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
VT,education - higher education other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
VT,libraries,138,0,284349,0,58,0,216,0,146039,0,138310,0,14213,0,2002
VT,other and unallocable,176,0,347436,0,126,0,290,0,268861,0,78575,0,9266,0,2002
VA,total,291602,0,865217106,0,264099,0,72174,0,810141524,0,55075582,0,4621637,0,2002
VA,financial administration,6657,0,21936190,0,6272,0,774,0,21157288,0,778902,0,67570,0,2002
VA,other government administration,5219,0,19524672,0,4807,0,1815,0,18238757,0,1285915,0,72843,0,2002
VA,judicial and legal,3855,0,14204232,0,3661,0,408,0,13696399,0,507833,0,34266,0,2002
VA,police protection - officers,13125,0,48819181,0,13005,0,237,0,48583494,0,235687,0,21095,0,2002
VA,police protection - other,3677,0,10662168,0,3231,0,982,0,9588668,0,1073500,0,76774,0,2002
VA,fire protection - firefighters,7167,0,30133957,0,7118,0,176,0,30034246,0,99711,0,8203,0,2002
VA,fire protection - other,709,0,2520522,0,657,0,121,0,2290702,0,229820,0,9048,0,2002
VA,corrections,7056,0,21601146,0,6821,0,484,0,21089748,0,511398,0,40870,0,2002
VA,highways,3871,0,11320173,0,3765,0,203,0,11121032,0,199141,0,18762,0,2002
VA,air transportation,1549,0,6633982,0,1480,0,135,0,6484425,0,149557,0,11641,0,2002
VA,water transport and terminals,5,0,11918,0,4,0,4,0,10198,0,1720,0,206,0,2002
VA,public welfare,7602,0,22572855,0,7172,0,791,0,21657631,0,915224,0,74527,0,2002
VA,health,6289,0,20643178,0,5373,0,1776,0,17874672,0,2768506,0,159239,0,2002
VA,hospitals,3705,0,10807098,0,3002,0,1169,0,8819939,0,1987159,0,123897,0,2002
VA,solid waste management,3988,0,9982725,0,3554,0,787,0,9397459,0,585266,0,74721,0,2002
VA,sewerage,4035,0,13209113,0,3955,0,147,0,13062446,0,146667,0,13695,0,2002
VA,parks and recreation,7533,0,17735378,0,4951,0,6454,0,13747270,0,3988108,0,449978,0,2002
VA,housing and community development,2365,0,7138512,0,2262,0,255,0,6909517,0,228995,0,17734,0,2002
VA,natural resources,298,0,772513,0,260,0,76,0,702895,0,69618,0,6372,0,2002
VA,water transport and terminals,3893,0,12411413,0,3798,0,185,0,12233783,0,177630,0,16664,0,2002
VA,electric power,336,0,1196521,0,336,0,3,0,1195617,0,904,0,103,0,2002
VA,gas supply,361,0,1048002,0,343,0,30,0,1007233,0,40769,0,3210,0,2002
VA,transit,1457,0,3443965,0,1168,0,643,0,3009951,0,434014,0,50385,0,2002
VA,education - elementary and secondary instructional,126843,0,401434477,0,119013,0,26455,0,384187711,0,17246766,0,1287348,0,2002
VA,education - elementary and secondary other,53121,0,105551374,0,43589,0,22752,0,88590304,0,16961070,0,1569418,0,2002
VA,education - higher education instructional,648,0,3447179,0,616,0,97,0,3335574,0,111605,0,5515,0,2002
VA,education - higher education other,685,0,1843827,0,658,0,64,0,1778232,0,65595,0,4764,0,2002
VA,libraries,3835,0,9446402,0,2426,0,3047,0,6788170,0,2658232,0,243457,0,2002
VA,other and unallocable,11718,0,35164433,0,10802,0,2104,0,33548163,0,1616270,0,159332,0,2002
WA,total,205958,0,800661559,0,166462,0,83646,0,687093932,0,113567627,0,6930164,0,2002
WA,financial administration,5379,0,20949597,0,5080,0,606,0,20094663,0,854934,0,51846,0,2002
WA,other government administration,4957,0,20618047,0,4503,0,1868,0,19178157,0,1439890,0,80632,0,2002
WA,judicial and legal,5888,0,23119521,0,5577,0,746,0,22119100,0,1000421,0,53872,0,2002
WA,police protection - officers,8659,0,43878862,0,8582,0,195,0,43688418,0,190444,0,13729,0,2002
WA,police protection - other,3200,0,11394454,0,3039,0,470,0,11004417,0,390037,0,27993,0,2002
WA,fire protection - firefighters,6940,0,35313290,0,6437,0,3894,0,34526993,0,786297,0,90938,0,2002
WA,fire protection - other,901,0,3730240,0,762,0,742,0,3310817,0,419423,0,26891,0,2002
WA,corrections,4463,0,17112788,0,4308,0,357,0,16709466,0,403322,0,26423,0,2002
WA,highways,6855,0,27090933,0,6695,0,342,0,26595098,0,495835,0,28092,0,2002
WA,air transportation,1711,0,8051710,0,1661,0,80,0,7974835,0,76875,0,8934,0,2002
WA,water transport and terminals,1214,0,5436751,0,1172,0,139,0,5333764,0,102987,0,7556,0,2002
WA,public welfare,1313,0,4764494,0,1085,0,413,0,4070141,0,694353,0,39653,0,2002
WA,health,3469,0,13284923,0,3192,0,763,0,12399168,0,885755,0,46779,0,2002
WA,hospitals,12076,0,40993101,0,8425,0,6901,0,28454904,0,12538197,0,639134,0,2002
WA,solid waste management,1614,0,6073351,0,1527,0,181,0,5835914,0,237437,0,15225,0,2002
WA,sewerage,3343,0,13827732,0,3231,0,245,0,13477207,0,350525,0,19510,0,2002
WA,parks and recreation,5514,0,17575635,0,3742,0,5355,0,13851092,0,3724543,0,311318,0,2002
WA,housing and community development,2482,0,8685258,0,2300,0,410,0,8257304,0,427954,0,31779,0,2002
WA,natural resources,1137,0,4161015,0,1054,0,287,0,3961397,0,199618,0,14907,0,2002
WA,water transport and terminals,3182,0,12959486,0,3051,0,460,0,12465955,0,493531,0,26148,0,2002
WA,electric power,7744,0,37840609,0,7462,0,449,0,36953676,0,886933,0,49461,0,2002
WA,gas supply,32,0,135948,0,32,0,0,0,135948,0,0,0,0,0,2002
WA,transit,6964,0,25398174,0,5904,0,1551,0,23147349,0,2250825,0,168260,0,2002
WA,education - elementary and secondary instructional,71328,0,284594481,0,56611,0,29351,0,239345248,0,45249233,0,2592056,0,2002
WA,education - elementary and secondary other,26835,0,82977266,0,14224,0,23290,0,48608185,0,34369081,0,2219606,0,2002
WA,libraries,3417,0,10807113,0,2028,0,2954,0,7485074,0,3322039,0,240517,0,2002
WA,other and unallocable,5341,0,19886780,0,4778,0,1597,0,18109642,0,1777138,0,98905,0,2002
WV,total,59007,0,157034321,0,55409,0,10266,0,149838067,0,7196254,0,629800,0,2002
WV,financial administration,1562,0,3065341,0,1509,0,164,0,2962113,0,103228,0,10867,0,2002
